voting_session_id,session_date,legislatura,total_deputies,not_found_orientation,PP_orientation,PL_orientation,PCdoB_orientation,PDT_orientation,PT_orientation,PSD_orientation,REPUBLIC_orientation,PSOL_orientation,UNIÃO_orientation,PSDB_orientation,MDB_orientation,PODE_orientation,yes_deputies,no_deputies,other_deputies,yes_orientation_percentage,no_orientation_percentage,other_orientation_percentage,CIDADANIA_orientation,PSB_orientation,SOLIDARI_orientation,AVANTE_orientation,PRD_orientation,PV_orientation,NOVO_orientation,REDE_orientation,S.PART._orientation
125572-59,2003-10-08,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
119150-115,2003-10-09,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
45573-96,2003-10-09,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
122122-55,2003-10-09,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
119150-112,2003-10-09,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
71852-63,2003-10-09,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
71852-66,2003-10-09,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
45573-94,2003-10-09,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
125634-14,2003-10-09,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
122122-52,2003-10-09,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
122122-53,2003-10-09,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
126383-5,2003-10-09,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
135202-7,2003-10-09,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
135959-7,2003-10-09,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
130629-7,2003-10-09,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
125572-140,2003-10-15,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
125572-94,2003-10-15,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
125572-96,2003-10-15,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
125572-110,2003-10-15,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
125572-116,2003-10-15,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
125572-123,2003-10-15,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
133596-5,2003-10-22,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
125878-112,2003-10-23,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
135958-7,2003-10-23,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
138762-5,2003-10-23,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
125878-77,2003-10-23,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
125878-84,2003-10-23,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
125878-87,2003-10-23,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
125878-90,2003-10-23,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
132375-79,2003-10-28,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
66837-43,2003-10-28,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
125160-85,2003-10-28,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
132375-68,2003-10-28,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
132375-78,2003-10-28,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
125160-82,2003-10-28,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
66837-41,2003-10-28,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
125160-83,2003-10-28,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
139205-5,2003-10-28,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
19706-63,2003-10-29,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
37564-90,2003-10-29,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
43973-61,2003-10-29,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
103297-41,2003-10-29,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
19706-60,2003-10-29,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
43973-58,2003-10-29,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
43973-59,2003-10-29,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
103297-38,2003-10-29,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
139892-6,2003-10-29,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
110909-67,2003-10-30,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
58690-47,2003-10-30,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
102635-36,2003-10-30,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
58690-44,2003-10-30,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
102635-34,2003-10-30,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
48993-33,2003-11-05,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
109540-55,2003-11-05,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
126855-25,2003-11-05,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
127644-26,2003-11-05,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
140655-5,2003-11-05,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
109540-51,2003-11-05,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
109540-52,2003-11-05,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
140087-7,2003-11-05,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
141014-15,2003-11-05,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
53134-2,2003-11-06,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
48993-46,2003-11-06,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
48993-48,2003-11-06,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
142107-6,2003-11-12,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
19712-26,2003-11-13,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
127644-45,2003-11-13,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
141351-37,2003-11-13,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
19712-24,2003-11-13,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
127644-42,2003-11-13,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
141351-32,2003-11-13,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
31767-137,2003-11-18,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
35440-27,2003-11-18,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
31767-128,2003-11-18,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
31767-139,2003-11-18,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
143282-5,2003-11-18,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
100481-41,2003-11-19,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
32147-46,2003-11-19,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
100481-37,2003-11-19,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
100481-39,2003-11-19,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
143299-7,2003-11-26,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
107189-9,2003-11-26,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
145214-6,2003-11-26,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
145721-6,2003-11-26,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
145482-61,2003-11-26,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
145211-10,2003-11-26,52,709,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,709,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
